ten_power_0,ten_power_1,ten_power_2,ten_power_3,ten_power_4,ten_power_5,ten_power_6,sum_digits,digital_root,product_digits,last_two_digits,prime,number
1,2,1,0,4,7,4,19,1,0,21,0,4740121
1,0,9,4,2,7,1,24,6,0,1,0,1724901
1,0,7,0,3,4,2,17,8,0,1,0,2430701
7,0,7,9,5,4,7,39,3,0,7,0,7459707
9,1,4,9,4,2,7,36,9,18144,19,0,7249419
3,2,9,5,1,6,2,28,1,3240,23,0,2615923
7,1,5,9,5,8,7,42,6,88200,17,0,7859517
3,2,3,9,6,0,8,31,4,0,23,0,8069323
3,0,4,6,8,0,8,29,2,0,3,0,8086403
7,8,5,4,2,6,9,41,5,120960,87,0,9624587
7,8,8,4,5,5,7,44,8,313600,87,0,7554887
7,4,6,1,6,1,5,30,3,5040,47,0,5161647
1,0,4,5,7,3,7,27,9,0,1,0,7375401
7,8,1,2,3,6,3,30,3,6048,87,0,3632187
7,9,8,8,0,1,8,41,5,0,97,0,8108897
7,2,4,5,5,9,5,37,1,63000,27,0,5955427
7,2,6,1,3,5,3,27,9,3780,27,0,3531627
3,0,7,3,1,2,4,20,2,0,3,0,4213703
7,3,1,0,3,7,9,30,3,0,37,0,9730137
9,5,9,8,2,3,9,45,9,174960,59,0,9328959
3,0,7,7,9,9,8,43,7,0,3,0,8997703
1,5,0,4,8,3,1,22,4,0,51,0,1384051
1,8,3,3,8,6,4,33,6,13824,81,0,4683381
9,1,6,6,5,4,3,34,7,19440,19,0,3456619
7,1,8,3,0,8,6,33,6,0,17,0,6803817
7,9,3,1,5,9,3,37,1,25515,97,0,3951397
1,6,9,0,0,1,2,19,1,0,61,0,2100961
1,5,9,3,9,1,9,37,1,10935,51,0,9193951
9,3,0,4,8,8,5,37,1,0,39,0,5884039
